prefix	input_text	target_text
translate pcm to english	Den, Daniel go meet Ariok wey dey kommand di king bodyguard and na-im won kill dem. So e tok to am with wisdom.	Then Daniel gave an answer with wisdom and good sense to Arioch, the captain of the king's armed men, who had gone out to put to death the wise men of Babylon; 
translate pcm to english	For all the 58 years wey me and Maxine dey Puerto Rico , we see how Jehovah people just dey plenty dey go , from around 650 go reach 26,000 !	During our 58 years together , Maxine and I saw Jehovah’s people in Puerto Rico grow from about 650 Witnesses to 26,000 !
translate english to pcm	For your giving of the blessing is certainly well done, but of no profit to the man without knowledge. 	Una fit really dey woship God well-well, but nobody go gain from am, bikos dem nor undastand wetin una dey tok.
translate english to pcm	Consider just the first few chapters of Genesis .	For example , for Genesis we learn sey Cain kill Abel ( Gen .
translate english to pcm	And he said to him, Go, take these vessels, and put them in the Temple in Jerusalem, and let the house of God be put up again in its place. 	Di king sey make e put di tins back for di temple for Jerusalem and ribuild di temple for where e bin dey.
translate pcm to english	So, I go praiz God and make evribody for eart bless en holy name forever and ever.Praiz God! My soul, make yu praiz God.	My mouth will give praise to the Lord; let all flesh be blessing his holy name for ever and ever.Let the Lord be praised. Give praise to the Lord, O my soul.
translate pcm to english	Jehoiakim dey give Fero di normal amount wey e sey make dem dey gi-am. But to make sure sey e meet dis payment, e kon dey tax di pipol for di land. E dey kollect plenty money from each pesin, so dat e go fit pay Fero Neko.	And Jehoiakim gave the silver and gold to Pharaoh, taxing the land by his orders to get the money; the people of the land had to give silver and gold, everyone as he was taxed, to make the payment to Pharaoh-necoh. 
translate english to pcm	Focus on their positive traits , just as you want them to focus on yours .	You fit no like how people for your new congregation dey do things .
translate pcm to english	I look up again kon si two wimen dey fly kom meet us and dem get strong feada like bird own. Dem pick di basket kon fly go with am.	And lifting up my eyes I saw two women coming out, and the wind was in their wings; and they had wings like the wings of a stork: and they took the ephah, lifting it up between earth and heaven. 
translate pcm to english	Wen Abner with twenty men kom meet David for Hebron, David do party for dem.	So Abner, with twenty men, came to Hebron, to David. And David made a feast for Abner and the men who were with him.
translate pcm to english	So di egg cost?	So the egg is expensive?
translate pcm to english	Ehn!	Uhuh!
translate english to pcm	The person here... you will know that this, this man, with this woman, are husband and wife, not just friends.	Di person here, you go know sey na dis, na dis man, wit dis woman, na husbandi, and wife, no be friend.
translate english to pcm	Only it was their desire that we would give thought to the poor; which very thing I had much in mind to do.	But dem sey make wi always remember poor pipol and na wetin dey my mind to do, bi dat.
translate pcm to english	De say de beat players, beat coach, even come cut e cutlass cut di head of driver.	It was reported that they beat the players and their coach, they even cut uh... butchered the head of the driver with cutlass.
translate english to pcm	The men were not explorers or adventurers .	But , dem be pioneer wey like to dey preach well well .
translate pcm to english	And if the pikin don sabi how to ride the bicycle well well , dem go leave am to ride am .	But as the child finds his balance , the parent cautiously lets go for a few moments at a time .
translate pcm to english	19 : 10 ) Jehovah value life well well , so e no like am if person ‘ kill person wey im hand clean . ’	Jehovah loves life , and he hates murderous “ hands that shed innocent blood . ”
translate english to pcm	And after some years he went down to Samaria to see Ahab. And Ahab made a feast for him and the people who were with him, putting to death great numbers of sheep and oxen; and he got Jehoshaphat to go with him to Ramoth-gilead. 	Afta some years, Jehoshafat travel go meet King Ahab for Samaria. King Ahab kill many sheep and melu as respet for King Jehoshafat with en men wey kom visit am. E beg King Jehoshafat make e join am attack Ramot pipol for Gilead town.
translate english to pcm	See, I will send and take all the families of the north, says the Lord, and Nebuchadrezzar, king of Babylon, my servant, and make them come against this land, and against its people, and against all these nations on every side; and I will give them up to complete destruction, and make them a cause of fear and surprise and a waste place for ever. 	‘I go koll di pipol wey dey nort and my savant King Nebukadnezzar for Babilon and dem go kom fight against Judah pipol and di towns wey dey round Jerusalem. I go distroy and skata dis nashon and di ones wey dey round am, forever. I go make pipol si and dey fear dem.
translate pcm to english	If black brothers and sisters go preach for area wey white people de stay , they go catch them and sometimes even beat them .	If black Witnesses preached from door to door in a white neighborhood , they would be arrested ​ — and likely beaten up .
translate english to pcm	So the children went in and took the land, and you overcame before them the people of the land, the Canaanites, and gave them up into their hands, with their kings and the people of the land, so that they might do with them whatever it was their pleasure to do. 	Dem win Kanaan land; Yu ova-take di pipol wey dey stay der. Yu give yor pipol pawa to do anytin wey dem like with Kanaan pipol and kings.
translate pcm to english	Dem drag Pita and John enter dia centre kon bigin ask dem, “Who give una pawa to do dis tins? Na wish pesin name una dey use so?”	Then sending for Peter and John, they said, By what power and in whose name have you done this? 
translate pcm to english	Make yu dey prish God word and dey ready, weda di time dey okay or not. Make yu use patient take korrect and enkourage yor pipol with betta tishing.	Be preaching the word at all times, in every place; make protests, say sharp words, give comfort, with long waiting and teaching; 
translate english to pcm	Truly I say to you, The man whose ears are open to my word and who has faith in him who sent me, has eternal life; he will not be judged, but has come from death into life. 	“I tell una true word, di pesin wey take wetin I tok and bilive sey na di Papa send mi, go get life wey nor dey end and e nor go enter hell-fire, but e go get life wey nor dey end.
translate pcm to english	Make dem no dey do like sey dem love each other for where people dey . But when only dem dey , dem dey fight , dey quarrel , and dem no dey talk to each other .	A husband and a wife should not pretend to love each other in public but then use the silent treatment , cruel words , or physical violence to hurt each other in private .
translate english to pcm	American gifts will come to Nigeria so that we...	American gift will come to Nigeria so dat we...
translate pcm to english	You don buy something before wey be sey na advert or na the way dem take arrange am for shop make you buy am ?	Have you ever purchased something , not because you needed it , but because it caught your eye in an advertisement or a store display ?
translate english to pcm	Some find it difficult to greet others who are of a different race , culture , or social standing .	E no still easy for other people to greet because of their skin color , their culture , or who they be for their community .
translate pcm to english	Di oda tins na 30 small gold basin, 410 small silva basin and di oda tins to take kook, na 1,000.	Thirty gold basins, four hundred and ten silver basins, and a thousand other vessels. 
translate pcm to english	Dem ansa, “Where yor savants from kom, far well-well and wi dey respet God, bikos wi don hear of all di tins wey E do for una for Egypt	And they said to him, Your servants have come from a very far country, because of the name of the Lord your God: for the story of his great name, and of all he did in Egypt has come to our ears, 
translate pcm to english	Every Christmas, I dey like stay for home.	Every Christmas, I like staying at home.
translate pcm to english	Daniel kon ansa di king from di pit, “My king, yu go live forever!	Then Daniel said to the king, O King, have life for ever.
translate pcm to english	So, doz of una wey get pure heart and dey raitious, make una happy well-well!Una wey dey fear God, make una sing with joy; bikos e dey good make pipol wey get pure heart, praiz am.	Be glad in the Lord with joy, you upright men; give cries of joy, all you whose hearts are true.Be glad in the Lord, O doers of righteousness; for praise is beautiful for the upright.
translate pcm to english	But for other area the visitor and the people wey e visit dey enjoy the same thing .	In some cultures , unexpected guests are welcome ; in others , prior arrangements are preferred .
translate english to pcm	And when you are on the point of attacking, let the priest come forward and say to the people,	Wen una dey ready for war, make di priest kom front kon tok to di sojas.
translate english to pcm	For this reason God gave them up to the evil desires of their hearts, working shame in their bodies with one another: 	So God don leave wiked pipol make dem dey do di bad tins wey dia mind, wey bi sey man dey sleep with man and woman dey sleep with woman.
translate english to pcm	Nevertheless , faithful Jews , such as Daniel and his three companions , refused to be molded by the world of Babylon .	People like Daniel and im three friend , no gree let the kind life wey Babylon people dey live mold dem . ( Dan .
translate english to pcm	The Bible does not say whether Nero himself heard and judged Paul or he assigned someone else to hear Paul’s appeal and report to Nero .	Bible no tell us whether na Nero judge Paul case by imself or e give another person to judge am .
translate english to pcm	I'll buy a washing machine.	I go buy washing machine.
translate pcm to english	So dem kon dey praiz God bikos of mi.Afta fourteen years, I kon go back to Jerusalem with Banabas and Titus.	And they gave glory to God in me.Then after the space of fourteen years I went up again to Jerusalem with Barnabas, taking Titus with me. 
translate english to pcm	That dish, it's the Warri people... and uh... Warri people, and uh... Warri people, and uh... ban-... uh... the Bayelsa people who eat it very well.	Dat soup, na Warri people and, ehn Warri people and, ehn Warri people, and ehn ban-... ehn Bayelsa people dey chop am well, well.
translate english to pcm	The best of the first-fruits of your land are to be taken into the house of the Lord your God. The young goat is not to be cooked in its mother's milk.	“Una must bring di first fruit wey una harvest from una farm to di Oga una God house. “Make una nor kook yong goat wey still dey suck en mama breast.”
translate pcm to english	Dem go bi God shidren, nor bi as dia papa and mama take born dem from belle, or bikos somebody make dem so, but bikos God ensef make dem en own shidren.	Whose birth was from God and not from blood, or from an impulse of the flesh and man's desire.
translate english to pcm	But let there be a space between you and it of about two thousand cubits: come no nearer to it, so that you may see the way you have to go, for you have not been over this way before. 	But una go give dem gap wey rish 3,000 fit. Make una dey wosh, so dat una nor go dey klose to di Kovenant Box. Na dem go show una road, bikos una neva travel pass der before.”
translate pcm to english	Things like : To dey fear people , fear sey we fit die , fear sey people go suffer us and any other thing to put fear for our body . Wetin e want na make we stop to serve Jehovah . ​ — Isa .	Satan will use fear of man , fear of persecution , fear of death , and any other kind of negative fear to try to dominate you and make you shrink back from serving Jehovah . ​ — Isa .
translate pcm to english	For di day wen dem start di Feast for di Bread wey nor get yist, di disciples kom meet Jesus Christ tell am, “Tell us where yu for won chop di Passova Food, so dat wi go-go prepare di place.”	Now on the first day of unleavened bread the disciples came to Jesus, saying, Where are we to make ready for you to take the Passover meal? 
translate english to pcm	But you have an old suit?	But you get old suit now?
translate pcm to english	Wahala nor go happen to Jakob shidren; Israel pipol nor go si trobol. Bikos di Oga wey bi dia God dey with dem and na-im bi di king.	He has seen no evil in Jacob or wrongdoing in Israel: the Lord his God is with him, and the glad cry of a king is among them. 
translate pcm to english	So make yu listin to di plan wey I get for Edom pipol and wetin I won do to di pipol wey dey Teman town. Dem go drag dia shidren go and I go distroy di land finish bikos of di tins dem do.	For this cause give ear to the decision of the Lord which he has made against Edom, and to his purposes designed against the people of Teman: Truly, they will be pulled away by the smallest of the flock; truly, he will make waste their fields with them. 
translate english to pcm	So, as I was coming back now, I got off the bus.	So as I dey come back now, I con come down from bus.
translate pcm to english	Wetin my Papa wont bi sey, anybody wey bilive en pikin, go get life wey nor dey end and I go wake am up for di last day.”	This, I say, is my Father's pleasure, that everyone who sees the Son and has faith in him may have eternal life: and I will take him up on the last day. 
translate pcm to english	The place touch the man sotey e sey make the brother read am again .	The householder was so moved by those words that he asked our brother to read the scripture a second time .
translate english to pcm	articles amaze me !	dey surprise me well well !
translate english to pcm	It would go against Jehovah’s loving ways to disqualify his servants for failing to do something that is beyond their reach .	Jehovah love us and e know wetin we fit do and wetin we no fit do .
translate pcm to english	Shafan take di book go give di king kon sey, “Yor savants dey do evritin wey dem give dem.	And Shaphan took the book to the king; and he gave him an account of what had been done, saying, Your servants are doing all they have been given to do; 
translate english to pcm	What contrast exists between the Governing Body and Christendom’s leaders ?	This one dey happen because angels dey support the work .
translate pcm to english	As dem dey road dey go house, news kon rish David sey, “Absalom don kill all en shidren and no one remain.”	Now while they were on their way, news was given to David that Absalom had put to death all the sons of the king and that not one of them was still living. 
translate english to pcm	And let division be made of it into two parts, one for the men of war who went out to the fight, and one for all the people:	kon share di propaty into two. One for doz wey go fight di war and di oda one for di whole kommunity.
translate pcm to english	Den I ask am, ‘Na wish pesin pikin yu bi?’ Di girl ansa, ‘I bi Betuel wey en papa na Nahor and na Milka born Betuel for Nabor.’ So, I kon put di ring for en nose and di shain for en hand.	And questioning her, I said, Whose daughter are you? And she said, The daughter of Bethuel, the son of Nahor, and Milcah his wife. Then I put the ring on her nose and the ornaments on her hands. 
translate english to pcm	The child was clever.	Sey pikin clever.
translate pcm to english	“Naw make yu go Zarefat town wey dey near Sidon. I don tell one woman wey e husband don die make e give yu food.”	Up! go now to Zarephath, in Zidon, and make your living-place there; I have given orders to a widow woman there to see that you have food. 
translate pcm to english	Pipol kon bigin tok about wetin happen for evriwhere.	And the news of it went out into all that land. 
translate english to pcm	In the days leading up to the Memorial , we can set aside time to examine prayerfully and carefully our personal relationship with Jehovah .	Before Memorial day reach , we fit arrange our time well so that we go get more time to pray to Jehovah . And we still need to think about how we take dey serve Jehovah to know if we still be im tight friend .
translate english to pcm	What are the rewards for being humble ?	Wetin we go gain if we no dey raise shoulder ?
translate english to pcm	This life, that's how it is.	Dis life, e get as dis life be.
translate pcm to english	This one fit be the time wey that heavy rain fall for Noah time . E mean sey the time wey dem take do the work pass 1,600 years !	Instead , they stayed in their assignment until their work was done , perhaps at the time of the Flood , over 1,600 years later !
translate english to pcm	They will make songs about the ways of the Lord; for great is the glory of the Lord.	Yes! Dem go sing about God ways, bikos en glory dey great well-well.
translate pcm to english	The people for their time dey put hand for sex matter wey bad for God eye , and katakata full everywhere .	Yet , they kept free from being entangled in the desires and pursuits of the people around them .
translate pcm to english	Jehovah know sey e no easy for us and e ready to help us fit control ourself . ( 1 Ki .	Jehovah is aware of his servants ’ struggles in this regard , and he wants to help them dominate their sinful tendencies .
translate pcm to english	Yes o ! Jehovah dey read mind , e know when to pity for person and when e no suppose pity for am . ( Lam .	He can read people’s hearts , and he knows when compassion is not warranted .
translate english to pcm	Jehovah heard Rachel’s heartfelt supplications , and she was eventually blessed with children .	Jehovah later answer Rachel prayer , and e born .
translate pcm to english	Pipol wey nor well, wey blind and doz wey nor fit waka dey liedan for di difren roads.	In these doorways there were a great number of people with different diseases: some unable to see, some without the power of walking, some with wasted bodies. 
translate english to pcm	In the first month, the month Nisan, in the twelfth year of King Ahasuerus, from day to day and from month to month they went on looking for a sign given by Pur (that is chance) before Haman, till the sign came out for the thirteenth day of the twelfth month, the month Adar. 	For di twelft year wen King Zazes dey rule, for di first mont wey bi Nisan, Haman kon sey make dem trow dice (na Purim dem dey koll am), so dat e go know di rite day and mont to do wetin e plan. E kon agri to do en plan for di thirtint day for di twelft mont, wey bi Adar.
translate english to pcm	And when he had taken food his strength came back. And for some days he kept with the disciples who were in Damascus. 	Afta e chop finish, en body kon strong again and Saul kon stay Damaskus for some days with di disciple.
translate pcm to english	Wen Pita eye don klear, e kon waka face Mary house wey bi John Mark mama, where many pipol gada dey pray for am.	And when he became clear about this, he went to the house of Mary, the mother of John named Mark, where a number of them had come together for prayer. 
translate pcm to english	So na house na im e dey stay.	So, he was just staying in the house.
translate pcm to english	But e nor get any wheat wey distroy, bikos dem neva grow kom out.)	But the rest of the grain-plants were undamaged, for they had not come up. 
translate english to pcm	Jesus , though also physically tired , was fully awake in fervent prayer to his Father .	Even though sey Jesus self don tire , e no sleep .
translate english to pcm	And a mixed people will be living in Ashdod, and I will have the pride of the Philistines cut off. 	Na strenjas go stay for Ashdod town and I go really distroy Filistia pipol, bikos dem too dey karry body up.
translate pcm to english	kon give God three animals wey dey okay: lamb wey bi one year for burnt ofrin, iyu lamb wey bi one year for sin ofrin and one ram for fellowship ofrin.	And make his offering to the Lord; one he-lamb of the first year, without a mark, for a burned offering, and one female lamb of the first year, without a mark, for a sin-offering, and one male sheep, without a mark, for peace-offerings, 
translate pcm to english	Dey sip Krest take cause of my belle.	I was sipping Krest because of my stomach.
translate pcm to english	Many sickness dey worry my wife . ( 2 Cor .	Mary struggles with numerous health problems .
translate pcm to english	Jerusalem, all di strenjas wey attack yu and di sojas wey make yu dey fear, na wons God go blow dem komot like ordinary dust.	And the army of your attackers will be like small dust, and all the cruel ones like dry stems gone before the wind; suddenly it will come about. 
translate english to pcm	Your silver is no longer true metal, your wine is mixed with water. 	Jerusalem pipol, before-before, una bi like silva, but naw, una don dey yuzles. Una bi like good wine before, but naw, una bi like ordinary wota.
translate english to pcm	Women, everybody in different villages, would bring their different things.	Women, everybody for different, different village, de go carry deir different, different tings.
translate english to pcm	And nowadays, even the women, maybe the men are not the ones looking for them.	And nowadays, even women now, maybe no be men dey go look for dem.
translate english to pcm	Even if these three men, Noah, Daniel, and Job, were in it, only themselves would they keep safe by their righteousness, says the Lord.	Even if Noah, Daniel and Job dey stay der, dia good wey dem dey do, go save only dia own life.” God wey get pawa don tok.
translate english to pcm	Now when John had news in prison of the works of the Christ, he sent his disciples 	Naw, wen John hear for inside prison about di tins wey Jesus dey do, e kon send en disciples go ask am:
translate english to pcm	The present world is often a hostile environment .	For this last days , people hate each other well well .
translate pcm to english	wen I choose pipol to dey judge dem. I go distroy all yor enemies.’ I pray sey, ‘Mi di Oga yor God go give yu many shidren wey go bi kings.	From the time when I put judges over my people Israel; and I will overcome all those who are against you; and I will make you great and the head of a line of kings.
translate english to pcm	"I said, ""no, I'm not gonna give up on this thing, I will overcome you, you won't be the one to overpower me every time."""	I say no, me, I no go give up dis ting, me, I go win you, no be every time you go dey win me.
translate pcm to english	Make una make sure sey una obey all di kommand wey I dey give una, so dat evritin go dey well with una and una shidren-shidren, bikos una do wetin dey good and betta for una Oga God eye.	Take note of all these orders I am giving you and give attention to them, so that it may be well for you and for your children after you for ever, while you do what is good and right in the eyes of the Lord your God. 
translate english to pcm	Many are drawn to his warm and pleasant personality .	Many people like to near am because of im better character .
translate pcm to english	Just as wota dey karry tins go, na so too fear go karry dem go and for nite, breeze go blow dem trowey.	Fears overtake him like rushing waters; in the night the storm-wind takes him away. 
translate pcm to english	God dey hear en pipol wen dem koll am for help. E dey save dem from all dia wahala.	The cry of the upright comes before the Lord, and he takes them out of all their troubles.
translate pcm to english	I nor rite give una, bikos una nor know di trut, but na bikos una know Christ and di trut dey stay inside am.	I have not sent you this letter because you have no knowledge of what is true, but because you have knowledge, and because that which is false has nothing in common with that which is true. 
translate pcm to english	Jesus kon ask en disciples, “Una wey nor bilive! How long I go stay with una? How long I go dey bear with una? Make una bring di boy kom meet mi.”	And he said to them in answer, O generation without faith, how long will I have to be with you? how long will I put up with you? let him come to me. 
translate english to pcm	What happened?	Wetin con happen?
translate pcm to english	Some of dem, de are very young, some wit one child, some with two children, and so on like dat.	Some of them, they are very young, some with one child, some with two children, and so on like that.
translate pcm to english	Moses still sey, “For dat time, I sey, ‘Una wahala too mush for only mi.	At that time I said to you, I am not able to undertake the care of you by myself; 
translate pcm to english	I No Stop to Be Jesus Soldier ( D .	We Experienced God’s Undeserved Kindness in Many Ways ( D .
translate english to pcm	He took care of his disciples and considered their needs .	Jesus take care of the disciples and de always think about the things wey they need .
translate english to pcm	To a tailor's shop again, where I was... where I would learn tailoring.	Con go tailor shop again where I dey, where I for do tailor.
translate pcm to english	Wen Rebekah hear wetin en senior pikin, Esau tok, e koll en yonga pikin Jakob kon tell am, “Si, yor broda Esau dey try to revensh, so e don sey e go kill yu.	Then Rebekah, hearing what Esau had said, sent for Jacob, her younger son, and said to him, It seems that your brother Esau is purposing to put you to death. 
translate pcm to english	thru di word wey wi dey tish with God pawa; with wetin wi take dey defend awa raitiousness both for awa rite and left hand;	In the true word, in the power of God; with the arms of righteousness on the right hand and on the left, 
translate pcm to english	Yu nor go fear yor enemies again and pipol go dey kom beg yu for help.	Sleeping with no fear of danger; and men will be desiring to have grace in your eyes; 
translate english to pcm	If you are able, give me an answer; put your cause in order, and come forward.	Make yu ansa mi if yu fit. Make yu dey ready and prepare yor kweshons.
translate pcm to english	Mi wey bi God, I know as dem dey karry body. Dem just dey boast for nor-tin and all di tins wey dem dey do, nor go last.	I have knowledge of his wrath, says the Lord, that it is nothing; his high-sounding words have done nothing. 
translate english to pcm	Then Israel came into Egypt, and Jacob was living in the land of Ham.	Den Israel kon go Egypt and Jakob stay as strenja for Ham land.
translate english to pcm	And David says, Let their table be made a net for taking them, and a stone in their way, and a punishment:	But David sey: “Make di food wey dem dey chop, kause trobol for dem kon fall like stone for dia head and make God ponish dem.
translate pcm to english	And people no go dey fear animal wey dey bush again . ”	Even wild beasts will be tamed . ”
translate pcm to english	Di kourtyard go long rish one hundred and fifty fit kon wide rish seventy-five fit and di top go high rish seven and half fit with dia bronze bottom.	The open space is to be a hundred cubits long, fifty cubits wide, with sides five cubits high, curtained with the best linen, with bases of brass. 
translate english to pcm	She adds : “ I also worried about leaving my mother who had to care for my ailing father .	I still no want leave only my mama to dey care for my papa wey no well .
translate english to pcm	Public employees perform services for which they are paid by the government , and they neither ask for nor expect to receive anything in addition to their normal wages .	Na government dey pay their worker money . So the worker no dey collect anything or get am for mind sey person go dash am something join wetin government dey pay am .
translate english to pcm	Why will mutual encouragement become more and more important in the days ahead , and what should we do ?	Why we go need to dey encourage each other more more as time dey go ? And wetin we suppose dey do ?
translate pcm to english	David marry plenty wifes for Jerusalem and e born many shidren.	And while he was living in Jerusalem, David took more wives and became the father of more sons and daughters. 
translate english to pcm	The combined effort of God’s people in the ministry is similar . ​ — w16.04 , p .	33 : 13 ) As all of us wey dey serve Jehovah join hand for this preaching , our preaching go be like dew wey dey cool body and wey good for life . — w16.04 , p .
translate english to pcm	When he has got them all out, he goes before them, and the sheep go after him, for they have knowledge of his voice. 	Wen e don bring all en sheep kom out, e go-go dia front and di sheep go follow am, bikos dem know en vois.
translate pcm to english	May bi God go shange en mind kon stop to vex for us, den wi nor go die again!”	Who may say that God will not be turned, changing his purpose and turning away from his burning wrath, so that destruction may not overtake us? 
translate pcm to english	Di king kover en face bigin kry dey sey, “O-o my pikin! O-o my pikin Absalom! Absalom my pikin!”	But the king, covering his face, gave a great cry, O my son Absalom, O Absalom, my son, my son! 
translate english to pcm	Where are we going up? Our brothers have made our hearts feeble with fear by saying, The people are greater and taller than we are, and the towns are great and walled up to heaven; and more than this, we have seen the sons of the Anakim there. 	Na wetin go happen to us? Awa own brodas don make us dey fear, bikos dem sey, ‘Di pipol wey dey di land big well-well pass us; dia kountry dey big and dem fence am rish heaven. Wi still si Anak shidren-shidren for der too.’ ”
translate pcm to english	Paul tell the brothers for the congregation wey dey Philippi sey : “ [ Timothy ] go really care for una matter well well . ” ( Phil .	Paul told the brothers in Philippi : “ [ Timothy ] will genuinely care for your concerns . ”
translate english to pcm	He was troubled by the archers; they sent out their arrows against him, cruelly wounding him: 	Hunta go attack am, dem go shot and oppoz am.
translate english to pcm	Jehovah did this solely for our benefit , not for personal gain .	Jehovah do all this things because e really love us .
translate pcm to english	H .	H .
translate english to pcm	It is not enough for one who is my servant to put the tribes of Jacob again in their place, and to get back those of Israel who have been sent away: my purpose is to give you as a light to the nations, so that you may be my salvation to the end of the earth. 	God tell mi, “My savant, I get big work for yu; yu nor go only make Israel pipol wey survive, great again, but I go still make yu di lite for di nashons, so dat all di world go dey save.”
translate english to pcm	Saying, No, for we will go in flight on horses; so you will certainly go in flight: and, We will go on the backs of quick-running beasts; so those who go after you will be quick-footed. 	Instead, una sey, ‘No! Wi go enter awa horse kon run,’ and true-true, una go run. Una sey, ‘Wi go run with di horse wey fast pass,’ but doz wey dey porshu una, go fast pass una.
translate pcm to english	For di kourtyard for outside, e get one small room wey dem build join di gate for inside for di nort side. Yu fit from der go di big room wey face di kourt and na der dem for dey wosh di animals wey dem won burn as sakrifice.	And there was a room with a door in the covered way of the doorway, where the burned offering was washed. 
translate english to pcm	And those of you who are still living will be wasting away in their sins in the land of your haters; in the sins of their fathers they will be wasting away. 	“Doz of una wey nor go die for una enemy land go waste trowey, bikos of una and una grand-grand papa sin.
translate english to pcm	Everyone, then, to whom my words come and who does them, will be like a wise man who made his house on a rock; 	“Pesin wey hear my word and do wetin I tok, e bi like wise man wey build en house on-top rock.
translate english to pcm	We know that he alone gives everlasting life . ​ — Luke 12 : 4 , 5 .	We know sey na only Jehovah fit give us life wey no go end . ​ — Luke 12 : 4 , 5 .
translate english to pcm	And let these first be put to the test; then let them become Deacons if there is nothing against them. 	Before dem go choose deakons, make dem test dem well-well. If dem pass di test, den dem fit serve as deakons.
translate english to pcm	How many gods do we have in this world?	How many gods do we have in dis world?
translate english to pcm	More than this, he made his children go through the fire in the valley of the son of Hinnom; and he made use of secret arts, and signs for reading the future, and unnatural powers, and gave positions to those who had control of spirits and to wonder-workers: he did much evil in the eyes of the Lord, moving him to wrath. 	E sakrifice en sons for fire for Ben-Hinnom Valley kon dey do juju and many bad-bad tins. E dig one pit and for der, doz wey don die, dem dey koll dia spirit kom back to life. E put majishan make dem dey supavise am. E do many wiked and bad tins wey make God vex.
translate english to pcm	And their country was from Havilah to Shur which is east of Egypt: they took their place to the east of all their brothers. 	E shidren-shidren kon stay for Havilah go rish Shur wey pass Egypt go rish Asshur. Dem nor stay near dia relashon at-all.
translate english to pcm	Let them be like smoke before the driving wind; as wax turning soft before the fire, so let them come to an end before the power of God.	As breeze dey blow smoke, na so too Yu go drive dem go and as butter dey melt near fire, na so too wiked pipol go die before God.
translate english to pcm	In 1956 we began visiting congregations in the circuit work .	For 1956 , we enter circuit work and we start to visit different different congregation .
translate pcm to english	But Bible no talk sey everybody go dey behave like this .	However , these are not qualities exhibited by all people .
translate english to pcm	( b ) How can we imitate the way Asa depended on God ?	( b ) How we fit do like Asa ?
translate pcm to english	( Prov . 2 : 10 - 12 , 16 ) If your work be like that , make people know you as Jehovah Witness and make you dey behave well .	If you find yourself in such a situation , identify yourself as one of Jehovah’s Witnesses , act in a respectable manner , and remember that flirting can have disastrous consequences .
translate pcm to english	Oga God, di bad tins wey wi do against Yu, plenty well-well. Awa sins dey fight us and wi know sey na so e bi.	For our evil doings are increased before you, and our sins give witness against us: for our evil doings are with us, and we have knowledge of our sins: 
translate pcm to english	When person dey vex , e dey hard am to think well .	When we are angry , we do not always think clearly .
translate pcm to english	Dem dey praiz pesin wey get sense, but nobody dey respet wiked pesin.	A man will be praised in the measure of his wisdom, but a wrong-minded man will be looked down on. 
translate pcm to english	Solomon get sense pass di wise men for east and for Egypt.	And Solomon's wisdom was greater than the wisdom of all the people of the East and all the wisdom of Egypt. 
translate pcm to english	But after that time , Bible no talk about am again . For example , the first miracle wey Jesus do na when e turn water to wine . Bible no talk anything about Joseph that time , or after that time .	When Jesus performed his first miracle , turning water into wine , there was no mention of Joseph ​ — then or on any subsequent occasion .
translate pcm to english	37 : 36 , 37 .	37 : 36 , 37 .
translate english to pcm	Then I would say what is in my mind without fear of him; for there is no cause of fear in myself.My soul is tired of life; I will let my sad thoughts go free in words; my soul will make a bitter outcry. 	Den I nor go fear as I dey tok, but naw, nor bi so e bi with mi.“Life don taya mi; so make Yu hear as I dey tok how my heart betta rish.
translate english to pcm	For the mind of the flesh is death, but the mind of the Spirit is life and peace: 	If wi let sin rule awa mind, wi go die. But if na di Spirit dey rule us, wi go get life and peace.
translate pcm to english	Dis tin happen so dat, Abimelek and di men for Shekem wey enkourage am to kill Gideon 70 shidren, go sofa for wetin dem do.	So that punishment for the violent attack made on the seventy sons of Jerubbaal, and for their blood, might come on Abimelech, their brother, who put them to death, and on the townsmen of Shechem who gave him their help in putting his brothers to death. 
translate english to pcm	They wanted to keep me away from a boy who liked me .	I really want stay for convent because I love God .
translate pcm to english	Who We Go Respect and Praise ?	Treasure Your Gift of Free Will , Jan .
translate english to pcm	And on the eighth day he is to take two doves or two young pigeons and come before the Lord to the door of the Tent of meeting and give them to the priest: 	For di eight day, e go take two dove or two pijin kom di tent gate for God present kon give dem to di priest.
translate english to pcm	Is there anything which might have been done for my vine-garden which I have not done? why then, when I was hoping for the best grapes did it give me common grapes? 	E get anytin wey I nor do for dis vineyard? So, wetin make am dey produce bad grapes, instead of good grape, just as I espect?
translate english to pcm	As the spring keeps its waters cold, so she keeps her evil in her: the sound of cruel and violent behaviour is in her; before me at all times are disease and wounds. 	Just as well dey bring fresh wota kom out, na so too Jerusalem dey bring all en wikedness kom out. I dey hear war and distroshon nois for di town kon si wound and sickness for evriwhere.
translate pcm to english	Papa and mama wey dey serve Jehovah well , want make their pikin be like Samuel wey Jehovah support as e dey grow . ​ — 1 Sam .	God - fearing fathers and mothers want their children to be like Samuel , for Jehovah was with him while he was growing up . ​ — 1 Sam .
translate pcm to english	If you no get brain, you go begin get am shaperly.	If you're not smart, you'll get smart quick.
translate pcm to english	JEHOVAH people value Bible well well because dem know sey na God holy book .	JEHOVAH’S servants highly esteem God’s own holy book , the Bible .
translate english to pcm	6 : 13 .	6 : 13 .
translate english to pcm	Then they rushed me back to the house.	De con rush me come house.
